path,GEOID,State,STATEFIP,PUMA,Name,url,Overeducation,Ind,Nativity,,
520,1202102,Florida,12,2102,Collier County (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=10lMXPQFMfcslGbWDBeJ1vaB45fOAiCA&usp=sharing,0.120527457,0,0,,
521,1202103,Florida,12,2103,Collier County (East) PUMA,https://www.google.com/maps/d/edit?mid=16Xn9glOH4qbmzqSWBEry-O9Rakj7RJM&usp=sharing,0.119903190,0,0,,
522,1202799,Florida,12,2799,"Southwest Heartland--DeSoto, Hardee, & Highlands (Northwest) Counties PUMA",https://www.google.com/maps/d/edit?mid=1V_fZlFdi7WciJ68J_SYATR0vbWX1K-8&usp=sharing,0.117116514,0,0,,
523,1203101,Florida,12,3101,Duval County (Outer)--Jacksonville City (North & West) PUMA,https://www.google.com/maps/d/edit?mid=1b0CdO1aARnXXFN9BtYlitF_fkMzpDYs&usp=sharing,0.122484094,0,0,,
524,1203102,Florida,12,3102,Duval County (Northwest Central)--Jacksonville City (Northwest) PUMA,https://www.google.com/maps/d/edit?mid=1lDJz-vWYpbu88cMyWfhOWD82fHFwBFY&usp=sharing,0.120334609,0,0,,
525,1203103,Florida,12,3103,Duval County (Southwest Central)--Jacksonville City (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=1jBBGJ-kduH0MEmpBo3Fdw0ihbUGh6v8&usp=sharing,0.121662450,0,0,,
526,1203104,Florida,12,3104,Duval County (North Central)--Jacksonville City (Arlington) PUMA,https://www.google.com/maps/d/edit?mid=1Tyq4Q1butcLcgCITRPAc5MptVlCQdQc&usp=sharing,0.118197472,0,0,,
527,1203105,Florida,12,3105,Duval County (East)--Jacksonville City (Beaches) PUMA,https://www.google.com/maps/d/edit?mid=1FF_DQEVL1ia0z1YIGL_-9OHco5bgSGA&usp=sharing,0.122339534,0,0,,
528,1203106,Florida,12,3106,Duval County (Southeast)--Jacksonville City (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1ytFgagzZ-9EDK6X-B0relIbrpG74BwQ&usp=sharing,0.120353654,0,0,,
529,1203107,Florida,12,3107,Duval County (South Central)--Jacksonville City (Southeast River) PUMA,https://www.google.com/maps/d/edit?mid=1FXwi8U7EAujzQcmnl3uDfFnAUAKPohQ&usp=sharing,0.121649253,0,0,,
530,1203301,Florida,12,3301,Escambia County (North) PUMA,https://www.google.com/maps/d/edit?mid=1iprBZwhrQZOa03mDloAopIU78M0IsSk&usp=sharing,0.121710685,0,0,,
531,1203302,Florida,12,3302,Escambia County (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1FbjzZUHMDqTecPyoD-KYdjJkHfPAw-w&usp=sharing,0.119695382,0,0,,
532,1203303,Florida,12,3303,Escambia County (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=1d1fETc_3giQR_LMSaNED3TXu0PlGrBE&usp=sharing,0.118725339,0,0,,
533,1203500,Florida,12,3500,Flagler County PUMA,https://www.google.com/maps/d/edit?mid=1o7-_kLQIVtvXK4CJfYort-o8Z7laXH8&usp=sharing,0.122138245,0,0,,
534,1204798,Florida,12,4798,"Hamilton, Lafayette, Madison, Suwannee, & Taylor Counties PUMA",https://www.google.com/maps/d/edit?mid=19liAbJNJoL662kpSqvYfczZjz2XsTIY&usp=sharing,0.121202028,0,0,,
535,1205199,Florida,12,5199,"Southeast Heartland--Hendry, Highlands (South & East), Glades, & Okeechobee Counties PUMA",https://www.google.com/maps/d/edit?mid=1VAW1vtr8GBD7jtWExgmiNT8c5pwAb_0&usp=sharing,0.119184634,0,0,,
536,1205300,Florida,12,5300,Hernando County PUMA,https://www.google.com/maps/d/edit?mid=1gJsdeY7UhhKoK2u-ZHPkI47qeJtiF3U&usp=sharing,0.119306353,0,0,,
537,1205701,Florida,12,5701,Hillsborough County (Central)--Tampa City (Central) PUMA,https://www.google.com/maps/d/edit?mid=1jUIbqPBGMf6Y6CUwrYcVR34r6E7nBYA&usp=sharing,0.119346190,0,0,,
538,1205702,Florida,12,5702,Hillsborough County (Southwest)--Tampa City (South Central) PUMA,https://www.google.com/maps/d/edit?mid=1zaqPmAud6VUQq1stXfO_cwLUzPgpdrA&usp=sharing,0.122628084,0,0,,
539,1205703,Florida,12,5703,Hillsborough County (Northwest) PUMA,https://www.google.com/maps/d/edit?mid=1qkntO2I_oyAqcB6LyWNJ5IFfERiZN3M&usp=sharing,0.122162987,0,0,,
540,1205704,Florida,12,5704,Hillsborough County (North Central) PUMA,https://www.google.com/maps/d/edit?mid=13P0mYq2QlJkKQDtmhuuK4qddj8JQrws&usp=sharing,0.118842465,0,0,,
541,1205705,Florida,12,5705,Hillsborough County (North Central)--Tampa City (North) PUMA,https://www.google.com/maps/d/edit?mid=1clHg_vYPCkhGS7se_8wBdd5geiKfZU0&usp=sharing,0.120035718,0,0,,
542,1205706,Florida,12,5706,Hillsborough County (Northeast) PUMA,https://www.google.com/maps/d/edit?mid=1_oSjG8Dso70xGgepzj2W_ZaR9wioMyU&usp=sharing,0.120605366,0,0,,
543,1205707,Florida,12,5707,Hillsborough County (Central) PUMA,https://www.google.com/maps/d/edit?mid=1YVRot-3e_A2bSuRf-Znfh-pNQ6DdNCI&usp=sharing,0.121983006,0,0,,
544,1205708,Florida,12,5708,Hillsborough County (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=1_qYb1BF-oFZYznhjurFC-_1C1ApHuC4&usp=sharing,0.121859565,0,0,,
545,1205709,Florida,12,5709,Hillsborough County (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1SEJPA-MN3OwjaNpdzo2enwEh8watDUA&usp=sharing,0.122740919,0,0,,
546,1205710,Florida,12,5710,Hillsborough County (Southwest)--Tampa City (South) PUMA,https://www.google.com/maps/d/edit?mid=1xIEWMt5ShbG9d6mAmbi9oCeOCu-6Xtg&usp=sharing,0.119911344,0,0,,
547,1205711,Florida,12,5711,"Hillsborough County (Central)--Progress Village, Gibsonton, Riverview PUMA",https://www.google.com/maps/d/edit?mid=10tdn2h6wD5NmR35hmS4JFCy4QE4FyU8&usp=sharing,0.122717470,0,0,,
548,1205998,Florida,12,5998,"Holmes, Walton, & Washington Counties PUMA",https://www.google.com/maps/d/edit?mid=19nFYEn7KkPVG5FDIqeP9NG15jtBT9WY&usp=sharing,0.119801472,0,0,,
549,1206100,Florida,12,6100,Indian River County PUMA,https://www.google.com/maps/d/edit?mid=1fyy-fyO89a99GXZLsgOqzczPMUYMpj4&usp=sharing,0.118210057,0,0,,
550,1206901,Florida,12,6901,Lake County (Northeast) PUMA,https://www.google.com/maps/d/edit?mid=1Wk-DbkWluHLIeVhyZVukOHlCsQ9p73c&usp=sharing,0.118786784,0,0,,
551,1206902,Florida,12,6902,Lake County (Northwest) PUMA,https://www.google.com/maps/d/edit?mid=1iALY-e1mpdFLjkgzbnfzIIpj1aVNuvg&usp=sharing,0.119228097,0,0,,
552,1206903,Florida,12,6903,Lake County (South) PUMA,https://www.google.com/maps/d/edit?mid=1CR9LRAZkReklZFbL_TgZOpZEplJLPC4&usp=sharing,0.119877758,0,0,,
553,1207101,Florida,12,7101,Lee County (South & West)--Barrier Islands Region PUMA,https://www.google.com/maps/d/edit?mid=1yskLOmd9Ov9OcMnz-AW2P0L_sksbrY8&usp=sharing,0.120174081,0,0,,
554,1207102,Florida,12,7102,Lee County (North)--Cape Coral City (South) PUMA,https://www.google.com/maps/d/edit?mid=17OIhFJGokccpRinKL_vBZ8xTzjDfx9Q&usp=sharing,0.120564750,0,0,,
555,1207103,Florida,12,7103,Lee County (Northeast)--Lehigh Acres & North Fort Myers PUMA,https://www.google.com/maps/d/edit?mid=1RjWgm-Wmtux7oMjQidTgvypF6hsrb6Y&usp=sharing,0.121799493,0,0,,
556,1207104,Florida,12,7104,Lee County (Central)--Greater Fort Myers City PUMA,https://www.google.com/maps/d/edit?mid=10xsDJXBWCTH8NlZ3_qWl9JGTneUdXX0&usp=sharing,0.122275126,0,0,,
557,1207105,Florida,12,7105,Lee County (Southeast)--Bonita Springs City & Estero (East) PUMA,https://www.google.com/maps/d/edit?mid=1mOMp4KSzfv9OQ-uewknuQPw0l5YIGWw&usp=sharing,0.121835683,0,0,,
558,1207106,Florida,12,7106,Lee County (North)--Cape Coral City (North) PUMA,https://www.google.com/maps/d/edit?mid=1_3jdcj5Jd0OPEsVQf6iMCiQ9ni37Wyo&usp=sharing,0.121696424,0,0,,
559,1207301,Florida,12,7301,Leon County (Outer) PUMA,https://www.google.com/maps/d/edit?mid=1d6kKYBhDtbP3QHpGAzsq6WED18KII0g&usp=sharing,0.121372721,0,0,,
560,1207302,Florida,12,7302,Leon County (Central)--Tallahassee City (Central) PUMA,https://www.google.com/maps/d/edit?mid=1A2LLTGRVohvOvWFCdBMLvo1jvtfBLgE&usp=sharing,0.118095449,0,0,,
561,1208101,Florida,12,8101,Manatee County (North) PUMA,https://www.google.com/maps/d/edit?mid=1YFI8PhS3Rgs1sUMNeLqFGxkxn3L4hck&usp=sharing,0.124103051,0,0,,
562,1208102,Florida,12,8102,Manatee County (West Central) PUMA,https://www.google.com/maps/d/edit?mid=1HZ1NHaI39EKmLeY8L6qDkIa0v4fh59s&usp=sharing,0.120825373,0,0,,
563,1208103,Florida,12,8103,Manatee County (South) PUMA,https://www.google.com/maps/d/edit?mid=1t6eMG7RPWFB8r-yM0qgTIYt2ufLKETo&usp=sharing,0.118466793,0,0,,
564,1208301,Florida,12,8301,Marion County (North) PUMA,https://www.google.com/maps/d/edit?mid=19LarcLi5L_5Gzimsb_O4BAolxd5J2uI&usp=sharing,0.122338574,0,0,,
565,1208302,Florida,12,8302,Marion County (Central)--Ocala City PUMA,https://www.google.com/maps/d/edit?mid=1MQS2v9tTwtJ_9VfnE6XhK3MRliPj_bY&usp=sharing,0.119297873,0,0,,
566,1208303,Florida,12,8303,Marion County (South Central) PUMA,https://www.google.com/maps/d/edit?mid=1W55p0jBrrGgSB3-4xpmncLFDIaFleFY&usp=sharing,0.120488911,0,0,,
567,1208500,Florida,12,8500,Martin County PUMA,https://www.google.com/maps/d/edit?mid=1Sx-pUxPpMRp98EYf8qTA_j3o1VRa9Ds&usp=sharing,0.118690808,0,0,,
568,1208601,Florida,12,8601,Miami-Dade County (North Central)--Greater Miami Lakes Town PUMA,https://www.google.com/maps/d/edit?mid=1MWEFQ6eu9bDfPUDoCfE_aVBzA3lpeuk&usp=sharing,0.118933184,0,0,,
569,1208602,Florida,12,8602,Miami-Dade County (North Central)--Miami Gardens City PUMA,https://www.google.com/maps/d/edit?mid=1j2-ZtvupweRY8lchPahwRsB1yFPsItY&usp=sharing,0.121086311,0,0,,
570,1208603,Florida,12,8603,Miami-Dade County (Northeast)--Greater North Miami Beach City (West) PUMA,https://www.google.com/maps/d/edit?mid=1_86GLuGuZhv0EvIJc4IgoIW2hSUWFdY&usp=sharing,0.120032846,0,0,,
571,1208604,Florida,12,8604,"Miami-Dade County (NE)--Aventura, Sunny Isles Beach, North Miami Beach (East) Cities PUMA",https://www.google.com/maps/d/edit?mid=18vKRJb7ltm_pV3NT0Nf3k22HEtMpbt8&usp=sharing,0.119393187,0,0,,
572,1208605,Florida,12,8605,Miami-Dade County--North Miami City & Miami Shores & Biscayne Park Villages PUMA,https://www.google.com/maps/d/edit?mid=1RElZPaAFE0hYPZTOzDIUwOYiYYfnW0A&usp=sharing,0.119557979,0,0,,
573,1208606,Florida,12,8606,"Miami-Dade County (Northeast)--Opa-Locka City, West Little River & Brownsville PUMA",https://www.google.com/maps/d/edit?mid=1Y2b2cZMViYkTSX3TgImHtd4ZIQNdiBI&usp=sharing,0.119108846,0,0,,
574,1208607,Florida,12,8607,Miami-Dade County (Northeast)--Greater Hialeah City (North) PUMA,https://www.google.com/maps/d/edit?mid=16m9RMa-x8wn5dM0wxHbZVhKhg6QliNM&usp=sharing,0.117897990,0,0,,
575,1208608,Florida,12,8608,Miami-Dade County (North Central)--Sweetwater City & Fontainebleau PUMA,https://www.google.com/maps/d/edit?mid=15v3QfinvoA817uK7l2CwSjOuNf6--xc&usp=sharing,0.119401453,0,0,,
576,1208609,Florida,12,8609,Miami-Dade County (Northeast)--Hialeah City (South) PUMA,https://www.google.com/maps/d/edit?mid=1r7b1BiCbI3SsL5OhX1e1HJ-kKc1nfNo&usp=sharing,0.121878000,0,0,,
577,1208610,Florida,12,8610,"Miami-Dade County (Central)--MIA, Miami Springs & Doral Cities PUMA",https://www.google.com/maps/d/edit?mid=142LX6Y6qBhCHejvZ-rvMyNjIw5u-GBA&usp=sharing,0.122537912,0,0,,
578,1208611,Florida,12,8611,Miami-Dade County (Northeast Central)--Miami City (North) PUMA,https://www.google.com/maps/d/edit?mid=1isNBrbJungF-HIQJ99A7WXqB-KPmtcY&usp=sharing,0.120564627,0,0,,
579,1208612,Florida,12,8612,"Miami-Dade County (Northeast)--Miami Beach City, Surfside & Bay Harbor Islands Towns PUMA",https://www.google.com/maps/d/edit?mid=1oTdJSImPxlzemRONYJFMQa38WZn_OQ8&usp=sharing,0.120670227,0,0,,
580,1208613,Florida,12,8613,Miami-Dade County (Northeast Central)--Miami City (Downtown) PUMA,https://www.google.com/maps/d/edit?mid=1a_xeY6dmvbH986R0lfLiGw2DaTI3_Zs&usp=sharing,0.119754983,0,0,,
581,1208614,Florida,12,8614,Miami-Dade County (East)--Miami City (South) & Key Biscayne Village PUMA,https://www.google.com/maps/d/edit?mid=1gFbXgvPesjvTD2Qx-uDOjj_4xp14ghs&usp=sharing,0.122710122,0,0,,
582,1208615,Florida,12,8615,Miami-Dade County (East Central)--Miami City (West) PUMA,https://www.google.com/maps/d/edit?mid=1sxJyT8q0jl2DnKQHfnD_-_HLjUK1BLA&usp=sharing,0.119629453,0,0,,
583,1208616,Florida,12,8616,"Miami-Dade County (East)--Coral Gables City, Pinecrest Village & Kendall (South) PUMA",https://www.google.com/maps/d/edit?mid=1OqfJyEsZ0yklZsCa1JCi_G_Br8b6KkI&usp=sharing,0.116588309,0,0,,
584,1208617,Florida,12,8617,"Miami-Dade County (East Central)--South Miami City, Westchester & Coral Terrace PUMA",https://www.google.com/maps/d/edit?mid=1spTCfa-oQqdMxqpcX8cGbIgNQPPDVWk&usp=sharing,0.117284045,0,0,,
585,1208618,Florida,12,8618,"Miami-Dade County (North Central)--Tamiami Trail Region (South), Tamiami PUMA",https://www.google.com/maps/d/edit?mid=1IPfq9A5CvHXGKCLaimENurwndyDVQlE&usp=sharing,0.120504992,0,0,,
586,1208619,Florida,12,8619,Miami-Dade County (Central)--Kendale Lakes (Southwest) & Kendall West (South) PUMA,https://www.google.com/maps/d/edit?mid=1axDmrNzjwzzueAw-tgQ44uRE6Gfra-0&usp=sharing,0.119439285,0,0,,
587,1208620,Florida,12,8620,"Miami-Dade County (East Central)--Kendall (North), Sunset & Westwood Lakes PUMA",https://www.google.com/maps/d/edit?mid=1yTp-0P-yhdmrxgYzrOU-zvbn-XLAT4E&usp=sharing,0.116907403,0,0,,
588,1208621,Florida,12,8621,"Miami-Dade County (Central)--The Hammocks (West), Richmond West (West) & Country Walk PUMA",https://www.google.com/maps/d/edit?mid=1aYNMlIowk2HGvrfoRD21DutM3Cy_Dto&usp=sharing,0.118847993,0,0,,
589,1208622,Florida,12,8622,Miami-Dade County (Southwest)--South Miami Heights PUMA,https://www.google.com/maps/d/edit?mid=12s8aZiWFT54_72QRNefv2cN18QVLzMI&usp=sharing,0.119944371,0,0,,
590,1208623,Florida,12,8623,Miami-Dade County (Southeast)--Cutler Bay Town & Palmetto Bay Village PUMA,https://www.google.com/maps/d/edit?mid=1wtqydNU166y7OnOUtnGKB5z7zL6K70k&usp=sharing,0.118390155,0,0,,
591,1208624,Florida,12,8624,Miami-Dade County (South)--Homestead City (North) & Florida City (North) PUMA,https://www.google.com/maps/d/edit?mid=1YVL-byvDhxVdWkZVsZHXrvuQwewsRlA&usp=sharing,0.119156719,0,0,,
592,1208625,Florida,12,8625,Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA,https://www.google.com/maps/d/edit?mid=11gX-jbbTklHNu9L6K1fVVgyxVa1YVU8&usp=sharing,0.119417379,0,0,,
593,1209101,Florida,12,9101,Okaloosa County (North) PUMA,https://www.google.com/maps/d/edit?mid=1c5h86LKciT3LHAmJWH7XLLN3cTqtQHM&usp=sharing,0.118037336,0,0,,
594,1209102,Florida,12,9102,Okaloosa County (South) PUMA,https://www.google.com/maps/d/edit?mid=1c2xsRoCHgX371xK4R8mOz_ra89Ef0P4&usp=sharing,0.119996374,0,0,,
595,1209501,Florida,12,9501,Orange County (Northwest) PUMA,https://www.google.com/maps/d/edit?mid=1Qy-CA8KPXBjha3_3IKuqxKuNciXoh60&usp=sharing,0.122470660,0,0,,
596,1209502,Florida,12,9502,"Orange County (West Central)--Winter Garden, Ocoee Cities & Oakland Town PUMA",https://www.google.com/maps/d/edit?mid=1CFlgXYhLW7ToWTocfK9ak_emLX1kTTU&usp=sharing,0.120295280,0,0,,
597,1209503,Florida,12,9503,Orange County (Southwest)--Disney-International Drive Region PUMA,https://www.google.com/maps/d/edit?mid=1V9BKlvg5SKBMi6XAJwpH0qZ1ueMJ3R4&usp=sharing,0.117796794,0,0,,
598,1209504,Florida,12,9504,"Orange County (South Central)--Orlando City (South Central), Conway & Pine Castle PUMA",https://www.google.com/maps/d/edit?mid=1n6xZVeAVILvYxN4tDGDnxs3yrwLGpIA&usp=sharing,0.118662897,0,0,,
599,1209505,Florida,12,9505,Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA,https://www.google.com/maps/d/edit?mid=1mQp1niLL8ZtvVP_ByRKlmfpKckP6eqk&usp=sharing,0.120075993,0,0,,
600,1209506,Florida,12,9506,Orange County (Central)--Orlando City (West Downtown) & Pine Hills (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1ur6ni4lwmbiJPN_ZXbBScVklHFKjZu8&usp=sharing,0.120495233,0,0,,
601,1209507,Florida,12,9507,"Orange County (North Central)--Orlando (North), Winter Park & Maitland Cities PUMA",https://www.google.com/maps/d/edit?mid=1swdJ_yiAV5XqcUG35SasZl0eAY8UURs&usp=sharing,0.118639769,0,0,,
602,1209508,Florida,12,9508,Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA,https://www.google.com/maps/d/edit?mid=165nv_q97LAgUIVrMim28gi5qvGX1uKg&usp=sharing,0.121019720,0,0,,
603,1209509,Florida,12,9509,Orange County (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1ZT7MV1vur894vU3fhqJFU8w3DlQTzYI&usp=sharing,0.117935616,0,0,,
604,1209510,Florida,12,9510,Orange County (Northeast) PUMA,https://www.google.com/maps/d/edit?mid=1VqMVIKKMhbxm_BGtVd0y7aAr2b7rwVU&usp=sharing,0.121585119,0,0,,
605,1209701,Florida,12,9701,Osceola County (West) PUMA,https://www.google.com/maps/d/edit?mid=1UeCQtvqZUxg1g8yjnKNeb_Ywi8alQ1c&usp=sharing,0.119512696,0,0,,
606,1209702,Florida,12,9702,Osceola County (East) PUMA,https://www.google.com/maps/d/edit?mid=1Kn3QNH6pfmFHEJjpcTqutAHHhlrJvnM&usp=sharing,0.121515063,0,0,,
607,1209703,Florida,12,9703,Osceola County (West)--Kissimmee PUMA,https://www.google.com/maps/d/edit?mid=1rguKevIfI-4X5EvligT5LMy8rh_hkIA&usp=sharing,0.121288161,0,0,,
608,1209901,Florida,12,9901,Palm Beach County (Northeast) PUMA,https://www.google.com/maps/d/edit?mid=1KkTpSv3dYBdAyhOHTz2rj-ajKuJ2h9M&usp=sharing,0.120061442,0,0,,
609,1209902,Florida,12,9902,Palm Beach County (Northeast)--Palm Beach Gardens & Riviera Beach Cities PUMA,https://www.google.com/maps/d/edit?mid=1Ihc2Gpp96jbmCxZP5rdp5_EWV665goI&usp=sharing,0.119956413,0,0,,
610,1209903,Florida,12,9903,Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA,https://www.google.com/maps/d/edit?mid=1Vx13ehRvjDJFjYpZaGIJiJkDb2mwkkI&usp=sharing,0.120313186,0,0,,
611,1209904,Florida,12,9904,Palm Beach County (East)--Greenacres City (North) & Palm Springs Village (North) PUMA,https://www.google.com/maps/d/edit?mid=1Rs2pSSHWi3xarlhIGvBfhpSqe57_b1E&usp=sharing,0.120790397,0,0,,
612,1209905,Florida,12,9905,"Palm Beach County (East Central)--Lake Worth City, Lantana Town & Atlantis City PUMA",https://www.google.com/maps/d/edit?mid=1JFVqrAY7w-lsxFlCwMQR_gPLMtM8C10&usp=sharing,0.121489120,0,0,,
613,1209906,Florida,12,9906,Palm Beach County (East Central)--Greater Boynton Beach City (North) PUMA,https://www.google.com/maps/d/edit?mid=1tqeFDiaF6zO5BmLoiwLK1Z6s8XIe14w&usp=sharing,0.119259992,0,0,,
614,1209907,Florida,12,9907,Palm Beach County (Southeast)--Greater Delray Beach City PUMA,https://www.google.com/maps/d/edit?mid=1igy4_rSIwO0_JBBBm0m9lF5lOrqnKLg&usp=sharing,0.118796803,0,0,,
615,1209908,Florida,12,9908,Palm Beach County (Southeast)--Boca Raton City & Highland Beach Town PUMA,https://www.google.com/maps/d/edit?mid=1BxWb-N7MVUOb0YQMMobNeERTKofzyr8&usp=sharing,0.119525034,0,0,,
616,1209909,Florida,12,9909,Palm Beach County (West of Boca Raton City) PUMA,https://www.google.com/maps/d/edit?mid=1N8MrNb6d0HvFchX1Rvh4DHxFZEP_bnQ&usp=sharing,0.119399956,0,0,,
617,1209910,Florida,12,9910,Palm Beach County (Central)--Wellington Village & Agricultural Reserve PUMA,https://www.google.com/maps/d/edit?mid=1vvE4-2N7BcmpHcQtLvbS95pjT_RXdx0&usp=sharing,0.118050885,0,0,,
618,1209911,Florida,12,9911,Palm Beach County (West)--Glades & Western Communities PUMA,https://www.google.com/maps/d/edit?mid=1RGMMRLcGCtiAeETut-WuPO7kmw4wenA&usp=sharing,0.119766258,0,0,,
619,1210101,Florida,12,10101,Pasco County (East Central) PUMA,https://www.google.com/maps/d/edit?mid=1MCxD_MPrt2g6WvNLq7YOnZ1ctPMgaOc&usp=sharing,0.120383640,0,0,,
620,1210102,Florida,12,10102,Pasco County (West Central) PUMA,https://www.google.com/maps/d/edit?mid=1MeI1dIqD98r0WxhKCMdRXvKV6Dj1x9c&usp=sharing,0.118894298,0,0,,
621,1210103,Florida,12,10103,Pasco County (Gulf Coast) PUMA,https://www.google.com/maps/d/edit?mid=1WuQsYX6-PddB1NEoLqwUzHIPH4cY9qM&usp=sharing,0.119362796,0,0,,
622,1210104,Florida,12,10104,Pasco County (South) PUMA,https://www.google.com/maps/d/edit?mid=1u6M6HEWvavKHD-r1867DozsTitisraM&usp=sharing,0.119601277,0,0,,
623,1210301,Florida,12,10301,Pinellas County (North) PUMA,https://www.google.com/maps/d/edit?mid=1Ptn--i1QVgAQ0q-ahWrY1VFpjnVacZk&usp=sharing,0.118137420,0,0,,
624,1210302,Florida,12,10302,Pinellas County (North Central) PUMA,https://www.google.com/maps/d/edit?mid=1QdYALoEnE-VsX5pX1102ZPAWPHuBnTw&usp=sharing,0.121994728,0,0,,
625,1210303,Florida,12,10303,Pinellas County (Central)--Clearwater City (South & Central) PUMA,https://www.google.com/maps/d/edit?mid=1dkiYn2ERGLEu9PdFhgdTzi85pB6LM7o&usp=sharing,0.120909815,0,0,,
626,1210304,Florida,12,10304,Pinellas County (Central)--Greater Largo City PUMA,https://www.google.com/maps/d/edit?mid=1C5LDwZyG_uE0wIwZcOEUkclzcEvSj8I&usp=sharing,0.120081227,0,0,,
627,1210305,Florida,12,10305,Pinellas County (West Central)--Greater Seminole City PUMA,https://www.google.com/maps/d/edit?mid=16kft7Rd7i_0b69BumnKlQJ7VMiPXKQo&usp=sharing,0.119053782,0,0,,
628,1210306,Florida,12,10306,Pinellas County (Central)--Greater Pinellas Park City PUMA,https://www.google.com/maps/d/edit?mid=1K6bytf5mIJaiyE9O5aZYMryiEqCGJWM&usp=sharing,0.119700645,0,0,,
629,1210307,Florida,12,10307,Pinellas County (Southeast)--St. Petersburg City (East) PUMA,https://www.google.com/maps/d/edit?mid=1b1ahPW8whamZdUP_3jAvvkyjXEPs0p4&usp=sharing,0.118375633,0,0,,
630,1210308,Florida,12,10308,Pinellas County (South Central)--St. Petersburg City (West) PUMA,https://www.google.com/maps/d/edit?mid=1mJYMnyyvsplvuRXLFF8lAg7cT8_xGew&usp=sharing,0.118715472,0,0,,
631,1210501,Florida,12,10501,Polk County (Northwest) PUMA,https://www.google.com/maps/d/edit?mid=1Goo7hR2jOVn4skT4VjBVsMPjFUWj9Xs&usp=sharing,0.120294497,0,0,,
632,1210502,Florida,12,10502,Polk County (Northeast) PUMA,https://www.google.com/maps/d/edit?mid=1lKENRiaVv_0F8ZyK7JFhAJPcI61fb_g&usp=sharing,0.120113698,0,0,,
633,1210503,Florida,12,10503,Polk County (Central) PUMA,https://www.google.com/maps/d/edit?mid=1FF3g_K9QTXfQ5ofvt3SFn29Vo5SwUIc&usp=sharing,0.121817995,0,0,,
634,1210504,Florida,12,10504,Polk County (South) PUMA,https://www.google.com/maps/d/edit?mid=1CYh4EqLPXd8AU0eFHoOjfLq92g4_Tr8&usp=sharing,0.118660599,0,0,,
635,1210505,Florida,12,10505,Polk County (North) PUMA,https://www.google.com/maps/d/edit?mid=1D0IAx1uPa9pNCnSrNgTs6Cbao7DZdqw&usp=sharing,0.119282348,0,0,,
636,1210799,Florida,12,10799,Putnam & St. Johns (South) Counties PUMA,https://www.google.com/maps/d/edit?mid=1o3Xv4SsqBmiydMdRmDgXqfcDcdUGMzw&usp=sharing,0.120576053,0,0,,
637,1210902,Florida,12,10902,St. Johns County (Northwest) PUMA,https://www.google.com/maps/d/edit?mid=1yBkfi2Ecxd6P-XiXmL_PZCb1MDtIP60&usp=sharing,0.119210548,0,0,,
638,1210903,Florida,12,10903,St. Johns County (Northeast) PUMA,https://www.google.com/maps/d/edit?mid=1tq6rSS2SLuLWMhSjYYg8ITj2y9-EZg8&usp=sharing,0.122688072,0,0,,
639,1211101,Florida,12,11101,St. Lucie County (North) PUMA,https://www.google.com/maps/d/edit?mid=1jKIvDYseyQDSW5pTuZLpm799VW_e2bw&usp=sharing,0.119335807,0,0,,
640,1211102,Florida,12,11102,St. Lucie County (Southeast) PUMA,https://www.google.com/maps/d/edit?mid=1OG6L2y_SoqxcHzTENBkloaZpmViWSjU&usp=sharing,0.120864402,0,0,,
641,1211103,Florida,12,11103,St. Lucie County (Southwest) PUMA,https://www.google.com/maps/d/edit?mid=1yHtemDie-uopdKfCpiE9FDck9nvova8&usp=sharing,0.122496184,0,0,,
642,1211300,Florida,12,11300,Santa Rosa County PUMA,https://www.google.com/maps/d/edit?mid=1XsjUzuyAYxzgtZNvzkpsw_h9lxr8W90&usp=sharing,0.118815641,0,0,,
643,1211501,Florida,12,11501,Sarasota County (North) PUMA,https://www.google.com/maps/d/edit?mid=1slqQKCvYOArq7TwE_-RPbgWnblxahPU&usp=sharing,0.119191926,0,0,,
644,1211502,Florida,12,11502,Sarasota County (Central & Gulf Coast) PUMA,https://www.google.com/maps/d/edit?mid=1Grb9VFjERNL6ovt_wnkK4zCVS-uNv_8&usp=sharing,0.117200692,0,0,,
645,1211503,Florida,12,11503,Sarasota County (East) PUMA,https://www.google.com/maps/d/edit?mid=1okUmHS6v534o91u6qgforczSFQOByjY&usp=sharing,0.117824032,0,0,,
646,1211701,Florida,12,11701,Seminole County (West) PUMA,https://www.google.com/maps/d/edit?mid=18SC1ZyCf2Zjd1OKp5gBkpgjz-yWun7Y&usp=sharing,0.120077070,0,0,,
